offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,partner_marketing_budget,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O000066,H00066,Booking.com,Twin,39.6,39.6,39.06,2.52,0.189,62352.67,Free,False,False,,1,39.51,0.29,"[39.92, 39.83, 40.28, 39.84, 39.46, 39.37, 39.18, 38.94, 38.25, 38.64, 38.81, 39.01, 38.79, 39.01, 39.73, 39.91, 39.89, 39.91, 40.28, 39.89, 39.84, 39.84, 39.94, 39.69]",0.0084,2025-07-31T21:39:29.139632
O000067,H00067,HRS,Deluxe,360.39,720.78,377.45,2.26,0.141,10396.7,Non-refundable,False,False,,2,362.94,2.88,"[361.16, 360.64, 362.08, 363.96, 363.54, 366.79, 365.68, 363.0, 364.43, 364.51, 362.2, 361.97, 361.25, 363.82, 365.01, 363.48, 363.38, 362.18, 364.55, 363.32, 361.78, 359.81, 360.89, 361.26]",0.0052,2025-07-31T21:39:29.139632
O000068,H00068,Priceline,Deluxe,66.24,331.2,65.25,1.94,0.138,93205.68,Partial,False,True,,5,66.67,8.23,"[65.72, 65.76, 68.65, 68.98, 69.18, 68.5, 70.61, 71.84, 70.89, 69.64, 68.31, 67.56, 66.39, 66.56, 67.74, 66.55, 65.54, 64.72, 65.26, 63.88, 61.9, 61.77, 62.1, 62.12]",0.0225,2025-07-31T21:39:29.139632
O000069,H00069,Otel.com,Family,116.2,116.2,116.48,2.25,0.161,2146.18,Free,False,False,,1,114.62,26.3,"[121.14, 121.71, 120.82, 122.52, 118.52, 116.76, 112.91, 110.79, 108.26, 109.55, 104.23, 105.55, 110.05, 112.38, 109.28, 110.86, 113.89, 113.37, 117.25, 117.7, 119.49, 117.68, 118.5, 117.59]",0.0243,2025-07-31T21:39:29.139632
O000070,H00070,Booking.com,Single,140.4,561.6,140.63,0.55,0.113,95285.65,Free,False,True,"Pay at hotel, Free breakfast",4,138.41,9.39,"[134.77, 137.55, 139.08, 137.88, 135.65, 132.6, 134.83, 133.15, 135.02, 135.08, 136.17, 140.2, 141.74, 142.94, 141.27, 142.7, 142.51, 138.65, 138.29, 141.93, 139.3, 140.37, 140.07, 140.15]",0.0217,2025-07-31T21:39:29.139632
O000071,H00071,Priceline,Suite,496.8,2484.0,494.84,2.33,0.2,91472.9,Partial,False,True,,5,489.96,226.39,"[499.21, 504.07, 495.14, 491.74, 495.44, 481.54, 478.89, 482.91, 482.2, 481.51, 490.67, 482.21, 473.31, 465.51, 474.98, 472.03, 482.62, 489.69, 496.4, 490.85, 486.0, 509.17, 519.66, 533.2]",0.0185,2025-07-31T21:39:29.139632
O000072,H00072,Agoda,Single,342.0,1026.0,329.8,0.97,0.166,94517.13,Non-refundable,True,False,Pay at hotel,3,348.82,67.76,"[343.25, 344.55, 349.75, 353.07, 351.97, 333.7, 338.51, 345.75, 343.91, 336.77, 342.97, 348.96, 343.19, 346.14, 343.04, 345.17, 353.86, 356.25, 351.59, 347.7, 359.96, 367.17, 363.15, 361.43]",0.0195,2025-07-31T21:39:29.139632
O000073,H00073,Orbitz,Deluxe,442.14,1768.56,443.19,1.21,0.158,10301.08,Free,False,True,Kids stay free,4,463.31,84.65,"[446.97, 454.49, 455.18, 460.85, 471.38, 467.87, 466.18, 465.21, 457.35, 450.46, 452.83, 453.79, 464.59, 465.32, 475.76, 463.9, 458.86, 458.81, 464.48, 461.66, 465.32, 471.79, 478.19, 488.07]",0.0135,2025-07-31T21:39:29.139632
O000074,H00074,Orbitz,Executive,122.48,122.48,118.84,2.64,0.154,23609.49,Free,False,False,"Free WiFi, Pay at hotel",1,116.47,6.61,"[118.14, 118.3, 121.31, 119.68, 116.62, 113.17, 111.97, 112.55, 111.95, 113.07, 113.79, 116.56, 116.54, 118.28, 118.59, 119.21, 119.77, 117.51, 117.56, 116.33, 114.68, 116.0, 117.47, 116.25]",0.0201,2025-07-31T21:39:29.139632
O000075,H00075,HRS,Suite,96.92,581.52,95.59,2.02,0.083,14377.5,Free,False,True,,6,92.96,11.54,"[97.17, 97.59, 96.85, 96.84, 97.09, 97.02, 96.38, 97.55, 96.38, 94.98, 93.07, 90.6, 90.69, 90.55, 87.85, 88.36, 89.7, 89.35, 89.62, 90.52, 90.11, 90.31, 91.19, 91.38]",0.0132,2025-07-31T21:39:29.139632
O000076,H00076,Kayak,Deluxe,108.5,217.0,108.99,2.35,0.096,52395.91,Free,True,False,Airport shuttle,2,107.08,2.16,"[108.53, 108.09, 108.51, 108.08, 107.93, 108.42, 109.02, 109.51, 108.53, 108.43, 107.8, 107.27, 106.98, 106.9, 106.68, 105.33, 105.63, 105.72, 106.53, 106.58, 105.65, 105.05, 104.3, 104.36]",0.0053,2025-07-31T21:39:29.139632
O000077,H00077,Booking.com,Double,128.7,643.5,129.38,2.05,0.118,176582.67,Free,False,True,Free breakfast,5,130.04,1.09,"[129.22, 129.38, 128.43, 129.82, 131.53, 130.61, 130.58, 130.85, 132.26, 130.37, 131.01, 130.07, 129.62, 129.78, 130.31, 131.17, 130.02, 130.42, 131.14, 130.09, 129.3, 129.04, 128.12, 127.86]",0.0083,2025-07-31T21:39:29.139632
O000078,H00078,Priceline,Family,91.08,182.16,91.06,2.13,0.102,81587.17,Free,True,False,Free WiFi,2,95.17,30.0,"[88.47, 88.37, 89.08, 85.59, 87.76, 88.37, 92.14, 94.8, 98.06, 96.21, 97.21, 97.06, 100.06, 102.54, 105.56, 104.32, 101.04, 98.62, 99.13, 96.12, 96.32, 95.63, 90.53, 91.11]",0.0247,2025-07-31T21:39:29.139632
O000079,H00079,Priceline,Executive,78.94,78.94,78.32,1.79,0.183,46756.78,Partial,True,False,,1,79.27,4.19,"[77.42, 77.34, 78.06, 78.05, 76.38, 75.56, 76.8, 77.57, 76.61, 79.23, 79.5, 80.9, 80.19, 82.46, 81.17, 82.51, 79.85, 81.54, 81.79, 81.41, 80.94, 80.92, 78.45, 77.9]",0.0168,2025-07-31T21:39:29.139632
O000080,H00080,Hotels.com,Suite,58.8,176.4,59.96,1.2,0.181,141365.56,Partial,True,True,"Free cancellation, Pay at hotel",3,60.97,2.25,"[59.08, 59.54, 61.07, 60.52, 60.68, 60.56, 59.8, 59.53, 58.42, 59.56, 59.06, 59.27, 60.36, 61.75, 61.67, 61.42, 62.04, 62.32, 60.92, 62.57, 62.63, 63.31, 63.46, 63.77]",0.019,2025-07-31T21:39:29.139632
O000081,H00081,Hotwire,Single,139.68,419.04,135.86,1.45,0.142,1583.43,Free,True,False,Free WiFi,3,140.65,29.38,"[135.97, 131.92, 135.97, 134.09, 131.12, 136.71, 139.88, 139.86, 140.56, 141.63, 140.72, 143.24, 147.57, 150.17, 149.3, 149.25, 146.32, 147.91, 142.0, 142.16, 139.27, 137.03, 137.22, 135.78]",0.023,2025-07-31T21:39:29.139632
O000082,H00082,Travelocity,Double,162.27,811.35,161.06,2.96,0.192,25580.79,Partial,True,True,Late checkout,5,164.44,4.2,"[162.46, 163.93, 164.72, 163.75, 165.33, 166.74, 165.48, 163.31, 160.55, 161.39, 162.68, 162.17, 162.14, 162.82, 163.17, 163.58, 166.1, 165.72, 165.77, 164.9, 166.12, 167.8, 167.81, 168.01]",0.0079,2025-07-31T21:39:29.139632
O000083,H00083,Orbitz,Twin,444.58,889.16,445.78,3.89,0.127,15979.25,Free,True,True,Pay at hotel,2,444.19,64.28,"[443.36, 446.26, 450.04, 454.36, 453.34, 445.24, 435.54, 431.17, 437.09, 441.47, 445.3, 440.55, 449.22, 463.96, 454.73, 452.31, 446.46, 443.34, 438.85, 426.98, 437.96, 439.65, 440.4, 443.01]",0.014,2025-07-31T21:39:29.139632
O000084,H00084,Hotels.com,Suite,229.32,917.28,215.0,1.79,0.092,117776.29,Non-refundable,False,True,Late checkout,4,243.75,105.3,"[228.23, 228.51, 228.26, 229.77, 226.96, 233.91, 238.69, 236.97, 244.34, 234.68, 237.59, 250.72, 248.75, 251.03, 253.21, 251.21, 252.19, 257.3, 252.76, 253.49, 255.84, 252.06, 251.39, 252.22]",0.0168,2025-07-31T21:39:29.139632
O000085,H00085,Agoda,Single,133.38,133.38,132.65,1.57,0.152,70728.99,Partial,False,False,Pay at hotel,1,136.11,8.91,"[134.04, 133.28, 131.32, 129.49, 130.42, 130.67, 134.27, 137.6, 137.74, 138.77, 138.23, 139.55, 139.29, 138.42, 137.22, 136.79, 136.69, 138.1, 137.93, 135.93, 138.01, 137.92, 139.16, 135.74]",0.012,2025-07-31T21:39:29.139632
O000086,H00086,Priceline,Deluxe,109.3,218.6,106.64,1.36,0.116,90705.01,Non-refundable,False,False,"Free parking, Free WiFi",2,103.23,8.71,"[109.96, 108.27, 106.72, 105.84, 105.97, 105.38, 104.01, 104.42, 103.31, 105.84, 104.67, 103.79, 104.25, 102.39, 102.14, 100.07, 100.43, 99.54, 99.23, 99.96, 99.78, 101.44, 100.23, 99.92]",0.0155,2025-07-31T21:39:29.139632
O000087,H00087,Expedia,Double,201.96,403.92,201.96,2.96,0.179,177141.17,Free,True,True,Free cancellation,2,202.0,35.58,"[202.08, 206.11, 203.4, 204.0, 205.76, 198.96, 204.2, 196.92, 191.9, 191.21, 191.27, 194.92, 197.77, 195.98, 198.32, 202.29, 205.99, 206.49, 205.27, 204.92, 211.89, 211.25, 209.26, 207.88]",0.0143,2025-07-31T21:39:29.139632
O000088,H00088,Agoda,Family,122.27,244.54,124.75,1.56,0.166,79638.89,Free,False,True,,2,122.5,29.31,"[122.96, 124.09, 121.33, 119.84, 118.59, 119.21, 116.61, 115.51, 116.58, 118.61, 118.85, 116.9, 116.62, 117.31, 120.63, 121.57, 125.81, 127.3, 129.5, 127.82, 129.08, 129.1, 133.7, 132.43]",0.0174,2025-07-31T21:39:29.139632
O000089,H00089,Getaroom,Twin,353.66,707.32,338.47,1.58,0.179,1704.64,Non-refundable,False,True,Airport shuttle,2,351.96,41.3,"[349.75, 345.09, 342.95, 344.54, 343.31, 345.0, 346.05, 347.13, 348.2, 349.09, 349.82, 348.01, 348.36, 351.44, 352.09, 354.53, 357.78, 358.42, 360.14, 360.6, 359.81, 360.96, 361.54, 362.33]",0.0072,2025-07-31T21:39:29.139632
O000090,H00090,Otel.com,Suite,156.28,625.12,151.66,0.84,0.147,1097.94,Free,True,True,,4,157.86,4.44,"[155.94, 155.33, 156.34, 156.66, 157.73, 157.9, 158.49, 158.27, 157.11, 155.92, 154.87, 154.12, 159.16, 159.9, 158.58, 160.1, 162.92, 161.76, 160.75, 157.64, 157.12, 158.37, 157.72, 155.99]",0.0108,2025-07-31T21:39:29.139632
O000091,H00091,Expedia,Family,61.2,122.4,61.27,0.46,0.085,77501.43,Partial,False,False,Free parking,2,58.27,1.36,"[60.4, 58.78, 59.29, 59.32, 58.99, 58.54, 58.88, 58.75, 59.52, 58.27, 57.17, 57.58, 58.04, 59.11, 58.31, 57.56, 56.24, 56.58, 55.62, 56.51, 57.78, 59.51, 58.48, 59.29]",0.0177,2025-07-31T21:39:29.139632
O000092,H00092,HRS,Single,154.59,154.59,161.27,3.22,0.094,4923.25,Non-refundable,False,False,Free parking,1,155.46,2.22,"[155.43, 153.1, 153.38, 155.45, 155.59, 156.97, 157.01, 155.77, 158.23, 157.8, 156.0, 154.11, 153.9, 155.07, 155.03, 153.06, 153.24, 154.73, 154.56, 156.46, 155.28, 156.42, 156.96, 157.53]",0.0089,2025-07-31T21:39:29.139632
O000093,H00093,Lastminute.com,Deluxe,231.13,924.52,230.05,1.74,0.105,4740.22,Non-refundable,True,True,"Free WiFi, Free parking",4,228.22,4.91,"[230.96, 230.98, 230.44, 230.89, 230.57, 231.19, 230.02, 229.66, 230.24, 228.64, 228.92, 227.27, 228.12, 229.01, 226.73, 226.55, 225.72, 227.16, 225.18, 223.11, 225.07, 225.81, 227.2, 227.78]",0.0056,2025-07-31T21:39:29.139632
O000094,H00094,Booking.com,Executive,193.05,193.05,198.2,0.59,0.19,131033.77,Non-refundable,True,False,,1,199.15,63.36,"[194.57, 199.24, 200.01, 200.29, 206.01, 205.04, 203.99, 205.22, 212.54, 208.84, 201.24, 200.79, 205.95, 207.62, 204.85, 204.29, 199.82, 192.42, 191.32, 187.46, 186.5, 180.92, 188.36, 192.35]",0.0216,2025-07-31T21:39:29.139632
O000095,H00095,Orbitz,Suite,128.58,642.9,127.69,1.95,0.131,21904.94,Free,False,False,Free parking,5,129.92,2.83,"[129.17, 129.26, 128.28, 127.54, 128.01, 129.73, 129.51, 130.39, 132.7, 129.66, 130.23, 127.95, 127.31, 128.81, 130.53, 129.61, 128.51, 128.72, 131.16, 131.63, 133.03, 133.33, 131.05, 131.86]",0.0103,2025-07-31T21:39:29.139632
O000096,H00096,Otel.com,Twin,176.03,352.06,173.74,1.26,0.153,6041.15,Free,True,False,Airport shuttle,2,179.53,5.01,"[175.65, 176.82, 177.13, 178.57, 180.47, 179.41, 180.7, 181.62, 181.29, 181.72, 181.69, 181.33, 181.41, 181.57, 182.65, 180.94, 181.7, 179.89, 179.59, 179.76, 176.25, 175.85, 176.45, 176.28]",0.0079,2025-07-31T21:39:29.139632
O000097,H00097,Orbitz,Deluxe,270.47,270.47,271.38,0.83,0.185,54788.55,Free,True,True,Free cancellation,1,272.29,7.19,"[268.82, 266.88, 270.22, 269.79, 272.65, 271.59, 271.23, 273.36, 269.85, 268.16, 273.32, 272.03, 271.55, 271.53, 273.22, 274.96, 273.78, 274.74, 272.49, 273.31, 271.63, 275.13, 280.1, 274.67]",0.0104,2025-07-31T21:39:29.139632
O000098,H00098,HRS,Double,173.84,521.52,180.32,2.77,0.186,2527.16,Non-refundable,False,True,,3,176.2,2.6,"[177.05, 175.51, 173.14, 171.59, 174.43, 176.34, 177.86, 175.59, 176.93, 176.86, 178.03, 176.18, 176.02, 175.01, 176.01, 179.3, 177.02, 176.53, 178.0, 177.16, 175.72, 175.78, 175.06, 177.7]",0.0093,2025-07-31T21:39:29.139632
O000099,H00099,HRS,Suite,141.01,141.01,138.57,2.63,0.176,6070.22,Partial,True,False,"Free cancellation, Free WiFi",1,139.98,40.83,"[141.46, 146.14, 145.21, 151.33, 152.69, 145.34, 139.99, 141.63, 138.73, 137.54, 136.36, 126.27, 127.68, 129.4, 137.09, 136.04, 135.76, 134.96, 143.81, 144.44, 142.65, 142.64, 141.65, 140.63]",0.0245,2025-07-31T21:39:29.139632
O000100,H00100,Orbitz,Suite,72.3,72.3,71.34,2.89,0.105,25173.51,Non-refundable,False,False,,1,71.22,5.26,"[73.14, 73.13, 73.22, 70.59, 70.73, 70.56, 69.37, 70.44, 70.44, 70.99, 67.92, 67.86, 69.1, 68.66, 68.56, 69.12, 69.27, 71.5, 72.39, 73.12, 73.59, 75.5, 76.03, 74.12]",0.023,2025-07-31T21:39:29.139632
O000101,H00101,Hotels.com,Executive,458.64,1834.56,443.4,1.15,0.097,89393.62,Free,False,False,,4,448.32,40.94,"[457.75, 457.69, 458.23, 454.21, 458.2, 459.47, 454.65, 453.39, 445.63, 442.87, 446.88, 447.9, 444.51, 446.34, 444.51, 440.51, 443.03, 441.18, 440.11, 439.98, 443.19, 446.63, 446.52, 446.29]",0.0075,2025-07-31T21:39:29.139632
O000102,H00102,Travelocity,Twin,290.27,580.54,291.0,3.47,0.085,14508.29,Free,False,False,Pay at hotel,2,288.57,126.81,"[287.72, 280.66, 284.8, 287.21, 290.23, 288.35, 292.43, 295.19, 292.14, 301.93, 301.51, 301.97, 305.93, 301.25, 300.64, 296.59, 289.98, 292.78, 279.19, 271.82, 276.62, 269.48, 267.4, 269.88]",0.0187,2025-07-31T21:39:29.139632
O000103,H00103,Priceline,Single,132.48,529.92,134.27,3.11,0.102,66590.72,Non-refundable,False,True,,4,130.29,2.01,"[131.28, 131.44, 132.97, 133.03, 129.35, 129.3, 129.27, 129.32, 127.32, 129.99, 130.26, 130.16, 129.69, 129.21, 127.73, 129.32, 129.51, 129.78, 131.19, 130.75, 132.35, 131.86, 131.04, 130.75]",0.009,2025-07-31T21:39:29.139632
O000104,H00104,HotelDirect,Double,316.8,633.6,316.03,2.41,0.08,11273.0,Non-refundable,False,True,"Pay at hotel, Late checkout",2,328.1,79.43,"[318.19, 312.22, 318.98, 317.97, 324.63, 320.64, 317.67, 319.9, 316.5, 325.38, 327.61, 335.45, 329.15, 324.41, 336.9, 328.3, 334.14, 334.22, 331.35, 335.32, 342.08, 341.15, 341.28, 340.84]",0.0157,2025-07-31T21:39:29.139632
O000105,H00105,Lastminute.com,Double,125.02,625.1,122.84,0.69,0.139,3913.81,Partial,False,False,,5,126.78,2.53,"[126.29, 125.04, 124.33, 124.28, 123.32, 125.49, 127.16, 125.71, 125.7, 127.4, 126.58, 127.23, 128.7, 128.92, 129.86, 128.28, 127.56, 127.38, 127.12, 128.09, 128.27, 128.19, 126.0, 125.78]",0.0086,2025-07-31T21:39:29.139632
O000106,H00106,Travelocity,Executive,183.99,551.97,179.58,3.1,0.175,30090.58,Free,True,False,Free cancellation,3,183.64,13.0,"[185.68, 185.27, 182.27, 181.3, 181.89, 180.1, 180.03, 178.82, 179.05, 178.92, 179.1, 180.14, 179.88, 182.82, 185.19, 185.86, 186.56, 185.52, 186.06, 186.84, 187.62, 189.16, 189.57, 189.81]",0.0094,2025-07-31T21:39:29.139632
O000107,H00107,Booking.com,Deluxe,189.0,945.0,187.59,3.23,0.181,145156.15,Partial,False,True,Pay at hotel,5,187.79,21.62,"[189.3, 188.03, 190.87, 187.34, 184.69, 182.53, 181.52, 183.14, 182.12, 179.12, 181.32, 182.75, 186.18, 191.67, 190.5, 192.87, 190.69, 191.36, 187.73, 187.98, 190.81, 195.76, 195.67, 193.0]",0.0127,2025-07-31T21:39:29.139632
O000108,H00108,Getaroom,Twin,61.43,122.86,62.97,0.7,0.186,1360.56,Partial,False,False,Room upgrade,2,66.13,5.44,"[62.34, 62.63, 63.76, 62.43, 65.42, 65.52, 67.61, 67.96, 69.49, 69.15, 70.49, 68.66, 69.74, 68.33, 67.76, 65.95, 64.82, 64.24, 64.96, 65.29, 64.58, 65.25, 65.74, 65.05]",0.0239,2025-07-31T21:39:29.139632
O000109,H00109,Getaroom,Single,249.61,748.83,255.13,1.03,0.109,3201.3,Free,True,True,Spa discount,3,261.57,152.9,"[245.75, 249.2, 244.17, 245.89, 248.17, 244.92, 248.77, 248.98, 255.75, 259.03, 262.07, 258.86, 266.22, 266.14, 264.51, 268.38, 264.83, 271.96, 283.08, 274.04, 282.24, 281.65, 275.28, 267.72]",0.0217,2025-07-31T21:39:29.139632
O000110,H00110,Booking.com,Executive,108.0,108.0,102.96,1.51,0.146,158094.17,Partial,False,True,,1,105.3,2.25,"[108.71, 107.78, 107.79, 107.15, 105.77, 105.36, 104.3, 104.49, 105.17, 105.79, 106.11, 106.75, 106.03, 105.87, 105.71, 104.61, 104.1, 103.37, 103.48, 104.18, 104.02, 103.42, 103.74, 103.59]",0.0081,2025-07-31T21:39:29.139632
O000111,H00111,HotelDirect,Twin,113.26,113.26,111.38,1.98,0.125,8059.23,Free,True,True,,1,118.74,13.79,"[111.53, 111.26, 112.83, 119.39, 118.71, 120.15, 122.09, 124.55, 122.76, 123.58, 123.9, 122.43, 121.4, 121.26, 118.54, 118.64, 118.71, 116.19, 115.23, 117.08, 114.14, 116.83, 119.2, 119.48]",0.0225,2025-07-31T21:39:29.139632
O000112,H00112,Otel.com,Executive,122.19,366.57,123.89,2.18,0.085,5039.36,Free,False,True,Airport shuttle,3,123.41,2.68,"[123.18, 123.48, 124.18, 124.23, 125.29, 124.65, 124.56, 125.2, 123.1, 121.27, 123.87, 122.58, 124.68, 124.06, 122.44, 124.09, 124.84, 125.71, 123.89, 124.43, 120.09, 120.75, 119.58, 121.7]",0.012,2025-07-31T21:39:29.139632
O000113,H00113,Lastminute.com,Executive,107.87,107.87,110.2,0.66,0.129,5370.42,Free,False,False,,1,110.95,7.0,"[113.91, 114.59, 114.11, 112.07, 110.73, 110.77, 107.7, 109.51, 110.45, 108.04, 108.65, 109.2, 109.66, 104.43, 108.32, 112.65, 109.92, 108.28, 111.26, 114.98, 112.96, 114.02, 114.32, 112.25]",0.0246,2025-07-31T21:39:29.139632
O000114,H00114,Hotwire,Twin,45.1,135.3,46.26,1.56,0.187,2931.43,Non-refundable,False,False,"Pay at hotel, Mobile exclusive",3,44.45,2.46,"[46.42, 46.92, 46.44, 46.75, 46.67, 45.05, 45.67, 45.6, 43.41, 42.04, 41.62, 42.68, 42.16, 43.06, 43.97, 43.84, 44.68, 44.65, 43.92, 43.75, 43.03, 43.96, 44.5, 46.1]",0.0237,2025-07-31T21:39:29.139632
O000115,H00115,HotelDirect,Twin,87.12,261.36,87.37,2.99,0.113,17999.41,Non-refundable,False,False,,3,90.38,3.6,"[87.17, 89.23, 89.68, 91.38, 92.88, 94.38, 93.7, 92.55, 92.85, 90.65, 91.16, 89.33, 89.56, 89.1, 88.6, 87.54, 87.68, 89.76, 89.81, 91.5, 91.55, 90.28, 90.18, 88.6]",0.0141,2025-07-31T21:39:29.139632
O000116,H00116,Venere,Single,130.35,651.75,133.46,2.08,0.131,12427.3,Partial,True,True,Free WiFi,5,135.03,47.99,"[127.49, 130.77, 128.16, 127.89, 124.98, 125.29, 134.11, 132.26, 131.72, 131.72, 131.27, 134.51, 132.52, 133.36, 132.1, 136.64, 137.07, 137.16, 138.9, 142.66, 144.99, 146.79, 149.6, 148.66]",0.0232,2025-07-31T21:39:29.139632
O000117,H00117,Orbitz,Deluxe,361.09,361.09,354.9,1.55,0.139,29695.09,Non-refundable,False,True,,1,357.14,13.3,"[359.95, 360.53, 361.91, 359.34, 359.62, 354.25, 352.69, 352.08, 347.48, 349.6, 355.72, 358.51, 356.17, 356.41, 357.06, 357.75, 358.09, 357.76, 356.46, 358.45, 362.27, 360.75, 357.75, 360.77]",0.0075,2025-07-31T21:39:29.139632
O000118,H00118,Hotels.com,Double,315.31,315.31,315.58,2.95,0.158,32551.58,Free,True,False,,1,314.64,7.16,"[314.19, 312.31, 315.87, 317.26, 318.69, 318.03, 315.88, 308.98, 311.89, 316.73, 313.6, 309.23, 311.02, 315.29, 313.59, 318.1, 319.08, 313.24, 315.96, 315.36, 315.07, 314.47, 314.69, 312.79]",0.0076,2025-07-31T21:39:29.139632
O000119,H00119,Priceline,Deluxe,430.56,861.12,413.5,2.69,0.094,40998.54,Non-refundable,True,False,,2,451.26,125.68,"[436.02, 433.96, 450.12, 448.78, 443.69, 442.07, 445.92, 439.94, 455.97, 449.52, 444.17, 454.56, 456.87, 467.1, 474.97, 477.5, 465.68, 461.02, 453.45, 449.85, 443.6, 438.4, 446.22, 450.95]",0.0142,2025-07-31T21:39:29.139632
O000120,H00120,Lastminute.com,Family,336.43,672.86,326.34,1.67,0.158,4945.66,Partial,True,False,Free breakfast,2,340.94,11.15,"[334.72, 336.39, 340.88, 339.22, 337.99, 335.66, 340.56, 339.48, 340.77, 341.73, 338.94, 340.51, 344.16, 342.38, 345.07, 345.52, 341.36, 345.93, 347.81, 343.26, 340.0, 343.83, 340.4, 336.03]",0.0097,2025-07-31T21:39:29.139632
O000121,H00121,Agoda,Deluxe,179.55,179.55,181.8,1.75,0.198,44205.34,Free,False,True,,1,176.7,31.45,"[176.66, 182.19, 181.56, 174.96, 175.55, 175.92, 172.27, 173.93, 170.22, 176.65, 174.92, 167.27, 170.02, 173.13, 170.64, 166.8, 173.59, 181.89, 184.89, 183.93, 182.03, 183.1, 184.87, 183.81]",0.0197,2025-07-31T21:39:29.139632
O000122,H00122,Kayak,Twin,80.49,321.96,79.79,1.4,0.146,31318.08,Free,True,False,"Room upgrade, Free breakfast",4,77.93,3.59,"[80.44, 81.89, 79.23, 79.22, 78.64, 78.1, 78.77, 76.52, 74.56, 75.61, 76.1, 75.38, 77.3, 78.77, 79.3, 77.57, 79.43, 77.06, 75.8, 77.07, 75.33, 77.35, 79.97, 80.81]",0.0167,2025-07-31T21:39:29.139632
O000123,H00123,Lastminute.com,Twin,235.01,705.03,241.59,2.01,0.171,4313.31,Partial,True,True,Free WiFi,3,242.97,16.59,"[236.7, 236.81, 237.27, 237.72, 237.07, 241.0, 243.41, 246.75, 246.37, 245.55, 245.95, 247.79, 247.69, 247.24, 246.84, 247.77, 247.35, 245.73, 244.09, 242.62, 239.31, 237.25, 241.04, 241.92]",0.0097,2025-07-31T21:39:29.139632
O000124,H00124,Priceline,Executive,127.51,637.55,129.07,1.3,0.082,65464.81,Free,False,False,,5,135.31,8.89,"[131.13, 128.18, 130.26, 134.64, 136.53, 133.47, 136.66, 136.17, 137.0, 138.72, 141.24, 138.83, 138.4, 138.46, 136.08, 137.31, 136.28, 136.02, 134.56, 135.43, 133.8, 133.41, 133.14, 131.72]",0.0174,2025-07-31T21:39:29.139632
O000125,H00125,Lastminute.com,Twin,97.54,195.08,101.75,1.91,0.166,5428.09,Free,True,False,"Kids stay free, Free breakfast",2,97.37,0.92,"[96.22, 95.87, 96.88, 96.42, 96.64, 96.12, 97.09, 97.65, 96.93, 96.95, 96.41, 97.55, 97.02, 97.67, 97.89, 97.41, 98.65, 98.43, 97.37, 97.42, 96.95, 98.45, 99.03, 99.89]",0.0083,2025-07-31T21:39:29.139632
O000126,H00126,Venere,Suite,201.92,201.92,196.2,1.0,0.12,14166.65,Non-refundable,True,False,Free breakfast,1,203.41,3.86,"[200.86, 199.13, 201.26, 202.27, 201.66, 200.81, 202.96, 203.65, 202.96, 204.57, 207.16, 206.07, 205.26, 204.78, 205.06, 204.85, 202.62, 201.28, 201.49, 203.67, 203.89, 205.12, 205.45, 205.04]",0.0075,2025-07-31T21:39:29.139632
O000127,H00127,Otel.com,Family,249.79,1748.53,252.65,3.28,0.18,5870.9,Partial,False,True,Spa discount,7,251.32,13.19,"[248.82, 247.66, 248.32, 250.15, 254.82, 254.73, 256.16, 257.07, 257.43, 256.43, 254.75, 253.73, 253.34, 252.42, 250.14, 251.22, 249.5, 251.21, 250.42, 248.22, 246.4, 246.72, 246.89, 245.03]",0.0074,2025-07-31T21:39:29.139632
O000128,H00128,Expedia,Family,146.88,146.88,145.21,1.29,0.095,56756.65,Non-refundable,False,False,Free parking,1,136.53,9.44,"[143.29, 137.02, 134.16, 133.75, 134.64, 135.69, 138.82, 134.27, 128.85, 136.97, 137.3, 139.33, 135.53, 138.08, 141.57, 136.28, 138.23, 140.03, 133.12, 134.34, 133.06, 135.1, 137.72, 139.54]",0.0208,2025-07-31T21:39:29.139632
O000129,H00129,Booking.com,Single,432.0,2160.0,419.22,3.75,0.092,134106.2,Free,True,False,"Free WiFi, Spa discount",5,435.88,17.93,"[432.64, 431.04, 428.77, 430.19, 434.67, 435.97, 435.19, 440.83, 438.15, 438.27, 442.98, 438.29, 437.35, 438.49, 439.16, 437.53, 442.76, 440.74, 437.96, 437.16, 433.35, 427.9, 430.72, 430.98]",0.008,2025-07-31T21:39:29.139632
O000130,H00130,Orbitz,Twin,56.78,56.78,56.26,1.57,0.119,20270.04,Non-refundable,False,False,Free WiFi,1,56.4,0.49,"[56.42, 56.85, 57.0, 57.32, 57.2, 57.04, 56.59, 56.88, 57.48, 56.76, 57.23, 57.37, 56.66, 55.8, 55.69, 55.43, 56.12, 55.92, 55.64, 55.44, 55.36, 55.6, 56.29, 55.58]",0.011,2025-07-31T21:39:29.139632
